,sentence,category,subcategory,domain,id,audio_quality,prosody_1,meaning_1,translation_1,audio_1,prosody_2,meaning_2,translation_2,audio_2
691,The sale starts tomorrow,Intonation,,Customer Service,50014,1,The sale starts tomorrow.,Informing about the start date of the sale.,Der Verkauf beginnt morgen.,data/intonation/wavs/50014/50014_1_0.wav,The sale starts tomorrow?,Asking for confirmation about the sale's start date.,Beginnt der Verkauf morgen?,data/intonation/wavs/50014/50014_2_4.wav
692,You need to finish the report,Intonation,,Workplace Communication,50015,2,You *NEED* to finish the report.,Firmly telling someone to complete the task.,Du musst den Bericht fertigstellen.,data/intonation/wavs/50015/50015_1_1.wav,You _need_ to finish the report?,Checking if someone is aware that they need to complete the task.,Du musst den Bericht fertigstellen?,data/intonation/wavs/50015/50015_2_4.wav
693,The meeting is at three,Intonation,,Workplace Communication,50016,1,The meeting *IS* at three.,Stating the time of the meeting.,Das Meeting ist um drei.,data/intonation/wavs/50016/50016_1_1.wav,The meeting _is_ at three?,Questioning or confirming the time of the meeting.,Ist das Meeting um drei?,data/intonation/wavs/50016/50016_2_3.wav
694,She will present tomorrow,Intonation,,Workplace Communication,50017,1,*SHE* will present tomorrow.,Informing that she is scheduled to present.,Sie wird morgen präsentieren.,data/intonation/wavs/50017/50017_1_0.wav,_she_ will present tomorrow?,Asking for confirmation if she is the one presenting.,"Ist sie es, die morgen präsentiert?",data/intonation/wavs/50017/50017_2_4.wav
695,We need more supplies,Intonation,,Workplace Communication,50018,2,We *NEED* more supplies.,Stating the necessity for additional supplies.,Wir benötigen dringend mehr Vorräte.,data/intonation/wavs/50018/50018_1_4.wav,We _need_ more supplies?,Asking if more supplies are required.,Brauchen wir mehr Vorräte?,data/intonation/wavs/50018/50018_2_4.wav
696,We can use the new software,Intonation,,Workplace Communication,50020,2,We *CAN* use the new software.,Stating the possibility of using the new software.,Wir können die neue Software benutzen.,data/intonation/wavs/50020/50020_1_4.wav,We _can_ use the new software?,Asking if it is permissible to use the new software.,Dürfen wir die neue Software benutzen?,data/intonation/wavs/50020/50020_2_4.wav
697,The deadline is tomorrow,Intonation,,Workplace Communication,50021,2,The *DEADLINE* is tomorrow.,Informing that the due date is the next day.,Die Frist ist morgen.,data/intonation/wavs/50021/50021_1_0.wav,The _deadline_ is tomorrow?,Clarifying or double-checking the due date.,Ist die Frist morgen?,data/intonation/wavs/50021/50021_2_5.wav
698,The project is on track,Intonation,,Workplace Communication,50024,1,The project is *ON* track.,Stating that the project is progressing as planned.,Das Projekt verläuft planmäßig.,data/intonation/wavs/50024/50024_1_0.wav,The project is _on_ track?,Asking for confirmation about the project's progress.,Läuft das Projekt planmäßig?,data/intonation/wavs/50024/50024_2_4.wav
699,The printer is out of paper,Intonation,,Workplace Communication,50027,2,The printer is *OUT* of paper.,Informing that the printer has no paper.,Der Drucker ist ohne Papier.,data/intonation/wavs/50027/50027_1_1.wav,The printer is _out_ of paper?,Asking for confirmation about the printer's paper status.,Ist der Drucker ohne Papier?,data/intonation/wavs/50027/50027_2_4.wav
700,We are working on the revision,Intonation,,Workplace Communication,50029,1,We *ARE* working on the revision.,Stating that the revision is currently in progress.,Wir arbeiten an der Überarbeitung.,data/intonation/wavs/50029/50029_1_1.wav,We _are_ working on the revision?,Checking if the revision is being worked on.,Arbeiten wir an der Überarbeitung?,data/intonation/wavs/50029/50029_2_4.wav
701,She finished her homework,Intonation,,Teaching/Education,50030,1,She *FINISHED* her homework.,Stating that she completed her homework.,Sie hat ihre Hausaufgaben beendet.,data/intonation/wavs/50030/50030_1_4.wav,She _finished_ her homework?,Questioning whether she actually completed her homework.,Hat sie ihre Hausaufgaben beendet?,data/intonation/wavs/50030/50030_2_4.wav
702,He is ready for the presentation,Intonation,,Teaching/Education,50032,2,He is *READY* for the presentation.,Assuring that he is prepared for the presentation.,Er ist bereit für die Präsentation.,data/intonation/wavs/50032/50032_1_1.wav,He is _ready_ for the presentation?,Questioning whether he is prepared for the presentation.,Ist er bereit für die Präsentation?,data/intonation/wavs/50032/50032_2_4.wav
703,You understand the concept,Intonation,,Teaching/Education,50033,2,You *UNDERSTAND* the concept.,Affirming that the listener comprehends the concept.,Du verstehst das Konzept.,data/intonation/wavs/50033/50033_1_4.wav,You _understand_ the concept?,Seeking confirmation if the listener comprehends the concept.,Verstehst du das Konzept?,data/intonation/wavs/50033/50033_2_4.wav
704,The lesson is over,Intonation,,Teaching/Education,50034,2,The *LESSON* is over.,Informing that the lesson has concluded.,Die Stunde ist vorbei.,data/intonation/wavs/50034/50034_1_4.wav,The _lesson_ is over?,Questioning whether the lesson has concluded.,Ist die Stunde vorbei?,data/intonation/wavs/50034/50034_2_4.wav
705,She is the valedictorian,Intonation,,Teaching/Education,50036,2,She *IS* the valedictorian.,Stating that she holds the title of valedictorian.,Sie ist die Jahrgangsbeste.,data/intonation/wavs/50036/50036_1_4.wav,She _is_ the valedictorian?,Questioning whether she holds the title of valedictorian.,Ist sie die Jahrgangsbeste?,data/intonation/wavs/50036/50036_2_4.wav
706,You passed the exam,Intonation,,Teaching/Education,50038,2,You *PASSED* the exam.,Confirming that the person successfully completed the exam.,Du hast die Prüfung bestanden.,data/intonation/wavs/50038/50038_1_1.wav,You _passed_ the exam?,Questioning if the person successfully completed the exam.,Hast du die Prüfung bestanden?,data/intonation/wavs/50038/50038_2_4.wav
707,The students need more practice,Intonation,,Teaching/Education,50041,1,The *STUDENTS* need more practice.,Stating that the students require additional practice.,Die Schüler brauchen mehr Übung.,data/intonation/wavs/50041/50041_1_4.wav,The _students_ need more practice?,Questioning if the students require additional practice.,Brauchen die Schüler mehr Übung?,data/intonation/wavs/50041/50041_2_0.wav
708,He is the new principal,Intonation,,Teaching/Education,50042,2,He is the *NEW* principal.,Informing someone that he is the new principal of the school.,Er ist der neue Direktor.,data/intonation/wavs/50042/50042_1_4.wav,He is the _new_ principal?,Questioning if he is the new principal of the school.,Ist er der neue Direktor?,data/intonation/wavs/50042/50042_2_4.wav
709,You picked up the toys,Intonation,,Parenting,50045,2,You *PICKED* up the toys.,Praising the action of picking up the toys.,Du hast die Spielsachen aufgehoben.,data/intonation/wavs/50045/50045_1_1.wav,You _picked_ up the toys?,Asking for confirmation if the toys were picked up.,Hast du die Spielsachen aufgehoben?,data/intonation/wavs/50045/50045_2_3.wav
710,She is ready for bed,Intonation,,Parenting,50046,2,She *IS* ready for bed.,Stating that she is ready to go to bed.,Sie ist bereit fürs Bett.,data/intonation/wavs/50046/50046_1_3.wav,She _is_ ready for bed?,Questioning if she is actually ready for bed.,Ist sie bereit fürs Bett?,data/intonation/wavs/50046/50046_2_0.wav
711,You washed your hands,Intonation,,Parenting,50047,2,You *WASHED* your hands.,Acknowledging or confirming the action of washing hands.,Du hast dir die Hände gewaschen.,data/intonation/wavs/50047/50047_1_4.wav,You _washed_ your hands?,Questioning if the hands were actually washed.,Hast du dir die Hände gewaschen?,data/intonation/wavs/50047/50047_2_0.wav
712,He finished his homework,Intonation,,Parenting,50048,2,He *FINISHED* his homework.,Confirming that the homework is complete.,Er hat seine Hausaufgaben beendet.,data/intonation/wavs/50048/50048_1_4.wav,He _finished_ his homework?,Asking for confirmation if the homework is finished.,Hat er seine Hausaufgaben beendet?,data/intonation/wavs/50048/50048_2_4.wav
713,We are going to the park,Intonation,,Parenting,50049,2,We *ARE* going to the park.,Stating the plan to go to the park.,Wir gehen zum Park.,data/intonation/wavs/50049/50049_1_3.wav,We _are_ going to the park?,Questioning if going to the park is really happening.,Gehen wir zum Park?,data/intonation/wavs/50049/50049_2_4.wav
714,They have eaten their lunch,Intonation,,Parenting,50050,1,They *HAVE* eaten their lunch.,Confirming that lunch has been eaten.,Sie haben ihr Mittagessen gegessen.,data/intonation/wavs/50050/50050_1_4.wav,They _have_ eaten their lunch?,Questioning if the lunch has indeed been eaten.,Haben sie ihr Mittagessen gegessen?,data/intonation/wavs/50050/50050_2_4.wav
715,You are ready for school,Intonation,,Parenting,50051,2,You *ARE* ready for school.,Affirming readiness for school.,Du bist bereit für die Schule.,data/intonation/wavs/50051/50051_1_4.wav,You _are_ ready for school?,Questioning readiness for school.,Bist du bereit für die Schule?,data/intonation/wavs/50051/50051_2_3.wav
716,Your room is clean,Intonation,,Parenting,50052,2,Your *ROOM* is clean.,Affirming the cleanliness of the room.,Dein Zimmer ist sauber.,data/intonation/wavs/50052/50052_1_1.wav,Your _room_ is clean?,Questioning if the room is actually clean.,Ist dein Zimmer sauber?,data/intonation/wavs/50052/50052_2_4.wav
717,The baby is sleeping,Intonation,,Parenting,50053,2,The *BABY* is sleeping.,Stating that the baby is currently asleep.,Das Baby schläft.,data/intonation/wavs/50053/50053_1_4.wav,The _baby_ is sleeping?,Questioning if the baby is indeed sleeping.,Schläft das Baby?,data/intonation/wavs/50053/50053_2_0.wav
718,He needs a nap,Intonation,,Parenting,50054,2,He *NEEDS* a nap.,Declaring that he requires a nap.,Er braucht unbedingt ein Nickerchen.,data/intonation/wavs/50054/50054_1_3.wav,He _needs_ a nap?,Questioning if he actually needs a nap.,Braucht er ein Nickerchen?,data/intonation/wavs/50054/50054_2_0.wav
719,You fed the dog,Intonation,,Parenting,50055,2,You *FED* the dog.,Confirming the chore of feeding the dog.,Du hast den Hund gefüttert.,data/intonation/wavs/50055/50055_1_4.wav,You _fed_ the dog?,Seeking confirmation if the dog was fed.,Hast du den Hund gefüttert?,data/intonation/wavs/50055/50055_2_0.wav
720,We have enough diapers,Intonation,,Parenting,50056,2,We *HAVE* enough diapers.,Stating that there are sufficient diapers.,Wir haben genug Windeln.,data/intonation/wavs/50056/50056_1_4.wav,We _have_ enough diapers?,Asking if the quantity of diapers is sufficient.,Haben wir genug Windeln?,data/intonation/wavs/50056/50056_2_0.wav
721,The bath is ready,Intonation,,Parenting,50057,2,The *BATH* is ready.,Stating that the bath is prepared.,Das Bad ist fertig.,data/intonation/wavs/50057/50057_1_4.wav,The _bath_ is ready?,Questioning if the bath is really ready.,Ist das Bad fertig?,data/intonation/wavs/50057/50057_2_4.wav
722,She ate all her vegetables,Intonation,,Parenting,50058,2,She *ATE* all her vegetables.,Confirming that all the vegetables were eaten.,Sie hat ihr ganzes Gemüse gegessen.,data/intonation/wavs/50058/50058_1_5.wav,She _ate_ all her vegetables?,Questioning if all the vegetables were actually eaten.,Hat sie ihr ganzes Gemüse gegessen?,data/intonation/wavs/50058/50058_2_4.wav
723,You went to the doctor,Intonation,,Parenting,50059,2,You *WENT* to the doctor.,Affirming the visit to the doctor.,Du bist zum Arzt gegangen.,data/intonation/wavs/50059/50059_1_0.wav,You _went_ to the doctor?,Questioning if the doctor visit happened.,Bist du zum Arzt gegangen?,data/intonation/wavs/50059/50059_2_0.wav
724,You need help with that,Intonation,,Friendship,50060,2,You need *HELP* with that.,Observing and stating that help is needed.,Du benötigst dabei Hilfe.,data/intonation/wavs/50060/50060_1_4.wav,You need _help_ with that?,Asking if the person needs help.,Brauchst du dabei Hilfe?,data/intonation/wavs/50060/50060_2_4.wav
725,We should meet at the park,Intonation,,Friendship,50061,1,We *SHOULD* meet at the park.,Suggesting a meeting place with certainty.,Wir sollten uns im Park treffen.,data/intonation/wavs/50061/50061_1_4.wav,We _should_ meet at the park?,Asking if meeting at the park is a good idea.,Sollen wir uns im Park treffen?,data/intonation/wavs/50061/50061_2_3.wav
726,We are going to watch a movie tonight,Intonation,,Friendship,50062,2,We *ARE* going to watch a movie tonight.,Confirming a plan to watch a movie tonight.,Wir werden heute Abend einen Film schauen.,data/intonation/wavs/50062/50062_1_0.wav,We _are_ going to watch a movie tonight?,Asking if there is a plan to watch a movie tonight.,Werden wir heute Abend einen Film schauen?,data/intonation/wavs/50062/50062_2_4.wav
727,You always know what to say,Intonation,,Friendship,50063,1,You always *KNOW* what to say.,Praising someone for always having the right words.,"Du weißt immer genau, was du sagen sollst.",data/intonation/wavs/50063/50063_1_2.wav,You always _know_ what to say?,Asking if the person is always confident in knowing the right words.,"Weißt du wirklich immer, was du sagen sollst?",data/intonation/wavs/50063/50063_2_3.wav
728,You will bring the snacks,Intonation,,Friendship,50064,2,You *WILL* bring the snacks.,Assigning or confirming the task of bringing snacks.,Du wirst die Snacks mitbringen.,data/intonation/wavs/50064/50064_1_4.wav,You _will_ bring the snacks?,Asking if the person will bring snacks.,Wirst du die Snacks mitbringen?,data/intonation/wavs/50064/50064_2_1.wav
729,We should go to the beach,Intonation,,Friendship,50065,2,We *SHOULD* go to the beach.,Stating with certainty that going to the beach is a good idea.,Wir sollten an den Strand gehen.,data/intonation/wavs/50065/50065_1_1.wav,We _should_ go to the beach?,Asking if going to the beach is a good idea.,Sollten wir an den Strand gehen?,data/intonation/wavs/50065/50065_2_3.wav
