,sentence,category,subcategory,domain,id,audio_quality,prosody_1,meaning_1,translation_1,audio_1,prosody_2,meaning_2,translation_2,audio_2
710,They have eaten their lunch,Intonation,,Parenting,50050,1,They *HAVE* eaten their lunch.,Confirming that lunch has been eaten.,Han comido su almuerzo.,data/intonation/wavs/50050/50050_1_4.wav,They _have_ eaten their lunch?,Questioning if the lunch has indeed been eaten.,¿Han comido su almuerzo?,data/intonation/wavs/50050/50050_2_4.wav
711,You are ready for school,Intonation,,Parenting,50051,2,You *ARE* ready for school.,Affirming readiness for school.,Estás listo para la escuela.,data/intonation/wavs/50051/50051_1_4.wav,You _are_ ready for school?,Questioning readiness for school.,¿Estás listo para la escuela?,data/intonation/wavs/50051/50051_2_3.wav
712,Your room is clean,Intonation,,Parenting,50052,2,Your *ROOM* is clean.,Affirming the cleanliness of the room.,Tu habitación está limpia.,data/intonation/wavs/50052/50052_1_1.wav,Your _room_ is clean?,Questioning if the room is actually clean.,¿Tu habitación está limpia?,data/intonation/wavs/50052/50052_2_4.wav
713,The baby is sleeping,Intonation,,Parenting,50053,2,The *BABY* is sleeping.,Stating that the baby is currently asleep.,El bebé está durmiendo.,data/intonation/wavs/50053/50053_1_4.wav,The _baby_ is sleeping?,Questioning if the baby is indeed sleeping.,¿El bebé está durmiendo?,data/intonation/wavs/50053/50053_2_0.wav
714,He needs a nap,Intonation,,Parenting,50054,2,He *NEEDS* a nap.,Declaring that he requires a nap.,Él necesita una siesta.,data/intonation/wavs/50054/50054_1_3.wav,He _needs_ a nap?,Questioning if he actually needs a nap.,¿Él necesita una siesta?,data/intonation/wavs/50054/50054_2_0.wav
715,You fed the dog,Intonation,,Parenting,50055,2,You *FED* the dog.,Confirming the chore of feeding the dog.,Le diste de comer al perro.,data/intonation/wavs/50055/50055_1_4.wav,You _fed_ the dog?,Seeking confirmation if the dog was fed.,¿Le diste de comer al perro?,data/intonation/wavs/50055/50055_2_0.wav
716,We have enough diapers,Intonation,,Parenting,50056,2,We *HAVE* enough diapers.,Stating that there are sufficient diapers.,Tenemos suficientes pañales.,data/intonation/wavs/50056/50056_1_4.wav,We _have_ enough diapers?,Asking if the quantity of diapers is sufficient.,¿Tenemos suficientes pañales?,data/intonation/wavs/50056/50056_2_0.wav
717,The bath is ready,Intonation,,Parenting,50057,2,The *BATH* is ready.,Stating that the bath is prepared.,El baño está listo.,data/intonation/wavs/50057/50057_1_4.wav,The _bath_ is ready?,Questioning if the bath is really ready.,¿El baño está listo?,data/intonation/wavs/50057/50057_2_4.wav
718,She ate all her vegetables,Intonation,,Parenting,50058,2,She *ATE* all her vegetables.,Confirming that all the vegetables were eaten.,Se comió todas las verduras.,data/intonation/wavs/50058/50058_1_5.wav,She _ate_ all her vegetables?,Questioning if all the vegetables were actually eaten.,¿Se comió todas las verduras?,data/intonation/wavs/50058/50058_2_4.wav
719,You went to the doctor,Intonation,,Parenting,50059,2,You *WENT* to the doctor.,Affirming the visit to the doctor.,Fuiste al médico.,data/intonation/wavs/50059/50059_1_0.wav,You _went_ to the doctor?,Questioning if the doctor visit happened.,¿Fuiste al médico?,data/intonation/wavs/50059/50059_2_0.wav
720,You need help with that,Intonation,,Friendship,50060,2,You need *HELP* with that.,Observing and stating that help is needed.,Necesitas ayuda con eso.,data/intonation/wavs/50060/50060_1_4.wav,You need _help_ with that?,Asking if the person needs help.,¿Necesitas ayuda con eso?,data/intonation/wavs/50060/50060_2_4.wav
721,We should meet at the park,Intonation,,Friendship,50061,1,We *SHOULD* meet at the park.,Suggesting a meeting place with certainty.,Deberíamos encontrarnos en el parque.,data/intonation/wavs/50061/50061_1_4.wav,We _should_ meet at the park?,Asking if meeting at the park is a good idea.,¿Deberíamos encontrarnos en el parque?,data/intonation/wavs/50061/50061_2_3.wav
722,We are going to watch a movie tonight,Intonation,,Friendship,50062,2,We *ARE* going to watch a movie tonight.,Confirming a plan to watch a movie tonight.,Vamos a ver una película esta noche.,data/intonation/wavs/50062/50062_1_0.wav,We _are_ going to watch a movie tonight?,Asking if there is a plan to watch a movie tonight.,¿Vamos a ver una película esta noche?,data/intonation/wavs/50062/50062_2_4.wav
723,You always know what to say,Intonation,,Friendship,50063,1,You always *KNOW* what to say.,Praising someone for always having the right words.,Siempre sabes qué decir.,data/intonation/wavs/50063/50063_1_2.wav,You always _know_ what to say?,Asking if the person is always confident in knowing the right words.,¿Siempre sabes qué decir?,data/intonation/wavs/50063/50063_2_3.wav
724,You will bring the snacks,Intonation,,Friendship,50064,2,You *WILL* bring the snacks.,Assigning or confirming the task of bringing snacks.,Tú traerás los bocadillos.,data/intonation/wavs/50064/50064_1_4.wav,You _will_ bring the snacks?,Asking if the person will bring snacks.,¿Tú traerás los bocadillos?,data/intonation/wavs/50064/50064_2_1.wav
725,We should go to the beach,Intonation,,Friendship,50065,2,We *SHOULD* go to the beach.,Stating with certainty that going to the beach is a good idea.,Deberíamos ir a la playa.,data/intonation/wavs/50065/50065_1_1.wav,We _should_ go to the beach?,Asking if going to the beach is a good idea.,¿Deberíamos ir a la playa?,data/intonation/wavs/50065/50065_2_3.wav
726,You have my back,Intonation,,Friendship,50066,2,You *HAVE* my back.,Confidently stating that the person supports you.,Tú me respaldas.,data/intonation/wavs/50066/50066_1_1.wav,You _have_ my back?,Asking if the person supports you.,¿Tú me respaldas?,data/intonation/wavs/50066/50066_2_4.wav
727,We are best friends,Intonation,,Friendship,50067,2,We *ARE* best friends.,Confirming the close relationship.,Somos muy buenos amigos.,data/intonation/wavs/50067/50067_1_0.wav,We _are_ best friends?,Asking to confirm the close relationship.,¿Somos muy buenos amigos?,data/intonation/wavs/50067/50067_2_3.wav
728,You forgot your phone,Intonation,,Friendship,50068,2,You *FORGOT* your phone.,Telling someone they left their phone behind.,Olvidaste tu teléfono.,data/intonation/wavs/50068/50068_1_4.wav,You _forgot_ your phone?,Asking if they realize they left their phone behind.,¿Olvidaste tu teléfono?,data/intonation/wavs/50068/50068_2_4.wav
729,We are going to the concert,Intonation,,Friendship,50069,1,We *ARE* going to the concert.,Confirming the plan to go to the concert.,Vamos a ir al concierto.,data/intonation/wavs/50069/50069_1_0.wav,We _are_ going to the concert?,Asking if the plan to go to the concert is still on.,¿Vamos a ir al concierto?,data/intonation/wavs/50069/50069_2_4.wav
730,You are my best friend,Intonation,,Friendship,50070,2,You *ARE* my best friend.,Affirming the close relationship.,Tú eres mi mejor amigo.,data/intonation/wavs/50070/50070_1_4.wav,You _are_ my best friend?,Asking for confirmation about the close relationship.,¿Tú eres mi mejor amigo?,data/intonation/wavs/50070/50070_2_1.wav
731,We will see each other tomorrow,Intonation,,Friendship,50071,2,We *WILL* see each other tomorrow.,Confidently stating plans for seeing each other.,Nos vemos mañana.,data/intonation/wavs/50071/50071_1_0.wav,We _will_ see each other tomorrow?,Asking for confirmation about meeting plans.,¿Nos veremos mañana?,data/intonation/wavs/50071/50071_2_0.wav
732,You really enjoy hiking,Intonation,,Friendship,50072,2,You *REALLY* enjoy hiking.,Stating a known fact about someone's preference.,Realmente disfrutas del senderismo.,data/intonation/wavs/50072/50072_1_1.wav,You _really_ enjoy hiking?,Asking if the person truly enjoys hiking.,¿De verdad disfrutas del senderismo?,data/intonation/wavs/50072/50072_2_4.wav
733,This is the main point,Intonation,,Public Speaking,50074,1,This *IS* the main point.,Emphasizing what the main focus should be.,Esto es lo más importante.,data/intonation/wavs/50074/50074_1_1.wav,This _is_ the main point?,Seeking confirmation that this is the main focus.,¿Esto es lo más importante?,data/intonation/wavs/50074/50074_2_4.wav
734,Your speech was impressive,Intonation,,Public Speaking,50075,2,Your speech *WAS* impressive.,Complimenting the quality of the speech.,Tu discurso fue impresionante.,data/intonation/wavs/50075/50075_1_5.wav,Your speech _was_ impressive?,Questioning if the speech was really impressive.,¿Tu discurso fue impresionante?,data/intonation/wavs/50075/50075_2_1.wav
735,Your conclusion was strong,Intonation,,Public Speaking,50078,2,Your *CONCLUSION* was strong.,Praising the strength of the conclusion.,Tu conclusión fue sólida.,data/intonation/wavs/50078/50078_1_3.wav,Your _conclusion_ was strong?,Questioning if the conclusion was indeed strong.,¿Tu conclusión fue sólida?,data/intonation/wavs/50078/50078_2_0.wav
736,I should speak louder,Intonation,,Public Speaking,50080,2,I *SHOULD* speak louder.,Deciding to increase volume.,Debería hablar más alto.,data/intonation/wavs/50080/50080_1_4.wav,I _should_ speak louder?,Questioning if speaking louder would be a good idea.,¿Debería hablar más alto?,data/intonation/wavs/50080/50080_2_3.wav
737,The speech lasted an hour,Intonation,,Public Speaking,50081,1,The speech *LASTED* an hour.,Stating the duration of the speech.,El discurso duró una hora.,data/intonation/wavs/50081/50081_1_2.wav,The speech _lasted_ an hour?,Questioning if the speech really took an hour.,¿El discurso duró una hora?,data/intonation/wavs/50081/50081_2_5.wav
738,The feedback was positive,Intonation,,Public Speaking,50082,2,The feedback was *POSITIVE*.,Indicating that the feedback received was favorable.,El feedback fue positivo.,data/intonation/wavs/50082/50082_1_1.wav,The feedback was _positive_?,Questioning if the feedback was indeed positive.,¿El feedback fue positivo?,data/intonation/wavs/50082/50082_2_4.wav
739,I need a microphone,Intonation,,Public Speaking,50083,1,I *NEED* a microphone.,Stating the necessity of having a microphone.,Necesito un micrófono.,data/intonation/wavs/50083/50083_1_4.wav,I _need_ a microphone?,Questioning if a microphone is needed.,¿Necesito un micrófono?,data/intonation/wavs/50083/50083_2_3.wav
740,Everyone appreciated your talk,Intonation,,Public Speaking,50084,1,Everyone *APPRECIATED* your talk.,Stating that the audience liked the speech.,Todos apreciaron tu charla.,data/intonation/wavs/50084/50084_1_5.wav,Everyone _appreciated_ your talk?,Questioning if the speech was appreciated by everyone.,¿Todos apreciaron tu charla?,data/intonation/wavs/50084/50084_2_0.wav
741,This slide is very detailed,Intonation,,Public Speaking,50085,1,This slide is *VERY* detailed.,Noting the detailed nature of the slide.,Esta diapositiva es muy detallada.,data/intonation/wavs/50085/50085_1_0.wav,This slide _is_ very detailed?,Questioning if the slide is indeed detailed.,¿Esta diapositiva es muy detallada?,data/intonation/wavs/50085/50085_2_4.wav
742,We will start in five minutes,Intonation,,Public Speaking,50087,2,We *WILL* start in five minutes.,Informing about the start time.,Comenzaremos en cinco minutos.,data/intonation/wavs/50087/50087_1_4.wav,We _will_ start in five minutes?,Questioning if the start time is in five minutes.,¿Comenzaremos en cinco minutos?,data/intonation/wavs/50087/50087_2_4.wav
743,The trial starts next week,Intonation,,Legal Proceedings,50090,2,The trial starts next week.,Informing about the trial's start date.,El juicio empieza la próxima semana.,data/intonation/wavs/50090/50090_1_4.wav,The trial starts next week?,Seeking confirmation about the trial's start date.,¿El juicio empieza la próxima semana?,data/intonation/wavs/50090/50090_2_4.wav
744,The jury reached a verdict,Intonation,,Legal Proceedings,50093,1,The jury reached a verdict.,Stating that the jury has come to a decision.,El jurado llegó a un veredicto.,data/intonation/wavs/50093/50093_1_2.wav,The jury reached a verdict?,Questioning whether the jury has come to a decision.,¿El jurado llegó a un veredicto?,data/intonation/wavs/50093/50093_2_0.wav
745,The judge dismissed the case,Intonation,,Legal Proceedings,50095,1,The judge dismissed the case.,Stating that the judge has thrown out the case.,El juez desestimó el caso.,data/intonation/wavs/50095/50095_1_0.wav,The judge dismissed the case?,Querying if the judge threw out the case.,¿El juez desestimó el caso?,data/intonation/wavs/50095/50095_2_0.wav
746,The court needs more evidence,Intonation,,Legal Proceedings,50096,2,The court needs more evidence.,Stating that additional evidence is required.,El tribunal necesita más pruebas.,data/intonation/wavs/50096/50096_1_4.wav,The court needs more evidence?,Questioning if additional evidence is required.,¿El tribunal necesita más pruebas?,data/intonation/wavs/50096/50096_2_3.wav
