,sentence,category,subcategory,domain,id,audio_quality,prosody_1,meaning_1,translation_1,audio_1,prosody_2,meaning_2,translation_2,audio_2
694,The coach praised skilled players and coaches.,Prosodic Breaks,Modifier Scope,Speech Writing,21030,2,The coach praised *skilled* players and coaches.,Skilled refers to both players and coaches. (broad scope),コーチは熟練した選手とコーチを褒めた,data/prosodic_breaks/wavs/21030/21030_1_4.wav,The coach praised *skilled* players <pause> and *coaches*.,Skilled refers only to players. (narrow scope),コーチは熟練した選手を褒め、コーチも褒めた,data/prosodic_breaks/wavs/21030/21030_2_1.wav
695,The director appreciate dedicated actors and crew members.,Prosodic Breaks,Modifier Scope,Speech Writing,21031,1,The director appreciate *dedicated* actors and crew members.,Dedicated refers to both actors and crew members. (broad scope),監督は献身的な俳優やスタッフを評価しています。,data/prosodic_breaks/wavs/21031/21031_1_4.wav,The director appreciate *dedicated* actors <pause> and *crew MEMBERS*.,Dedicated refers only to actors. (narrow scope),監督は献身的な俳優やスタッフ全員を評価しています。,data/prosodic_breaks/wavs/21031/21031_2_2.wav
696,The workshop targeted young adults and teenagers.,Prosodic Breaks,Modifier Scope,Speech Writing,21032,2,The workshop targeted *young* adults and teenagers.,Young refers to both adults and teenagers. (broad scope),ワークショップは若い大人とティーンエイジャーをそれぞれ対象にしました。,data/prosodic_breaks/wavs/21032/21032_1_2.wav,The workshop targeted *young* adults <pause> and *teenagers*.,Young refers only to adults. (narrow scope),ワークショップは若い大人とティーンエイジャーを対象にしました。,data/prosodic_breaks/wavs/21032/21032_2_0.wav
697,The festival featured talented musicians and artists.,Prosodic Breaks,Modifier Scope,Speech Writing,21035,1,The festival featured *talented* musicians and artists.,Talented refers to both musicians and artists. (broad scope),祭りには、才能ある音楽家やアーティストが参加しました。,data/prosodic_breaks/wavs/21035/21035_1_0.wav,The festival featured *talented* musicians <pause> and *artists*.,Talented refers only to musicians. (narrow scope),祭りには、才能ある音楽家とアーティストが参加しました。,data/prosodic_breaks/wavs/21035/21035_2_3.wav
698,I prefer spicy noodles and soups.,Prosodic Breaks,Modifier Scope,Product Descriptions,21036,2,I prefer *spicy* noodles and soups.,Spicy refers to both noodles and soups. (broad scope),私は辛い麺類と辛いスープが好きです。,data/prosodic_breaks/wavs/21036/21036_1_4.wav,I prefer *spicy* noodles <pause> and *soups*.,Spicy refers only to noodles. (narrow scope),私は辛い麺類とスープが好きです。,data/prosodic_breaks/wavs/21036/21036_2_0.wav
699,Delivery takes five to seven days,Intonation,,Customer Service,50001,1,Delivery takes five to seven days.,Informing the customer of the delivery timeframe.,配達には5〜7日かかります。,data/intonation/wavs/50001/50001_1_4.wav,Delivery takes five to seven days?,Asking for confirmation about the delivery timeframe.,配達には5〜7日かかりますか。,data/intonation/wavs/50001/50001_2_4.wav
700,You need the receipt for a refund,Intonation,,Customer Service,50002,2,You need the receipt for a refund.,Stating the policy regarding refunds.,領収書があれば返金できます。,data/intonation/wavs/50002/50002_1_0.wav,You need the receipt for a refund?,Confirming if the receipt is required for a refund.,返金には領収書が必要ですか？,data/intonation/wavs/50002/50002_2_4.wav
701,Your order will ship tomorrow,Intonation,,Customer Service,50006,1,Your order will ship tomorrow.,Providing information about the shipping date.,ご注文は明日発送されます。,data/intonation/wavs/50006/50006_1_0.wav,Your order will ship tomorrow?,Asking for confirmation about the shipping date.,ご注文は明日発送されますか？,data/intonation/wavs/50006/50006_2_4.wav
702,You can pay with a credit card,Intonation,,Customer Service,50007,2,You can pay with a credit card.,Informing about the accepted payment methods.,クレジットカードで支払えますよ。,data/intonation/wavs/50007/50007_1_0.wav,You can pay with a credit card?,Confirming if paying with a credit card is acceptable.,クレジットカードで支払えますか？,data/intonation/wavs/50007/50007_2_0.wav
703,The product comes with a user manual,Intonation,,Customer Service,50013,1,The product comes with a user manual.,Informing the customer that the product includes a user manual.,製品には取扱説明書が付属しています。,data/intonation/wavs/50013/50013_1_1.wav,The product comes with a user manual?,Asking if the product includes a user manual.,製品には取扱説明書が付属していますか？,data/intonation/wavs/50013/50013_2_4.wav
704,The sale starts tomorrow,Intonation,,Customer Service,50014,1,The sale starts tomorrow.,Informing about the start date of the sale.,セールは明日始まります。,data/intonation/wavs/50014/50014_1_0.wav,The sale starts tomorrow?,Asking for confirmation about the sale's start date.,セールは明日始まりますか？,data/intonation/wavs/50014/50014_2_4.wav
705,You need to finish the report,Intonation,,Workplace Communication,50015,2,You *NEED* to finish the report.,Firmly telling someone to complete the task.,報告書を仕上げる必要があります。,data/intonation/wavs/50015/50015_1_1.wav,You _need_ to finish the report?,Checking if someone is aware that they need to complete the task.,報告書を仕上げる必要があるの？,data/intonation/wavs/50015/50015_2_4.wav
706,The meeting is at three,Intonation,,Workplace Communication,50016,1,The meeting *IS* at three.,Stating the time of the meeting.,会議は三時です。,data/intonation/wavs/50016/50016_1_1.wav,The meeting _is_ at three?,Questioning or confirming the time of the meeting.,会議は三時ですか？,data/intonation/wavs/50016/50016_2_3.wav
707,She will present tomorrow,Intonation,,Workplace Communication,50017,1,*SHE* will present tomorrow.,Informing that she is scheduled to present.,彼女は明日発表します。,data/intonation/wavs/50017/50017_1_0.wav,_she_ will present tomorrow?,Asking for confirmation if she is the one presenting.,彼女が明日発表するんですか？,data/intonation/wavs/50017/50017_2_4.wav
708,We need more supplies,Intonation,,Workplace Communication,50018,2,We *NEED* more supplies.,Stating the necessity for additional supplies.,もっと物資が必要です。,data/intonation/wavs/50018/50018_1_4.wav,We _need_ more supplies?,Asking if more supplies are required.,もっと物資が必要ですか？,data/intonation/wavs/50018/50018_2_4.wav
709,We can use the new software,Intonation,,Workplace Communication,50020,2,We *CAN* use the new software.,Stating the possibility of using the new software.,新しいソフトウェアを使うことができます。,data/intonation/wavs/50020/50020_1_4.wav,We _can_ use the new software?,Asking if it is permissible to use the new software.,新しいソフトウェアを使ってもいいのですか？,data/intonation/wavs/50020/50020_2_4.wav
710,The deadline is tomorrow,Intonation,,Workplace Communication,50021,2,The *DEADLINE* is tomorrow.,Informing that the due date is the next day.,締め切りは明日です。,data/intonation/wavs/50021/50021_1_0.wav,The _deadline_ is tomorrow?,Clarifying or double-checking the due date.,締め切りは明日ですか？,data/intonation/wavs/50021/50021_2_5.wav
711,The project is on track,Intonation,,Workplace Communication,50024,1,The project is *ON* track.,Stating that the project is progressing as planned.,プロジェクトは順調に進んでいます。,data/intonation/wavs/50024/50024_1_0.wav,The project is _on_ track?,Asking for confirmation about the project's progress.,プロジェクトは順調に進んでいますか？,data/intonation/wavs/50024/50024_2_4.wav
712,The printer is out of paper,Intonation,,Workplace Communication,50027,2,The printer is *OUT* of paper.,Informing that the printer has no paper.,プリンターは紙が切れています。,data/intonation/wavs/50027/50027_1_1.wav,The printer is _out_ of paper?,Asking for confirmation about the printer's paper status.,プリンターは紙が切れていますか？,data/intonation/wavs/50027/50027_2_4.wav
713,We are working on the revision,Intonation,,Workplace Communication,50029,1,We *ARE* working on the revision.,Stating that the revision is currently in progress.,修正作業をしています。,data/intonation/wavs/50029/50029_1_1.wav,We _are_ working on the revision?,Checking if the revision is being worked on.,修正作業をしているのですか？,data/intonation/wavs/50029/50029_2_4.wav
714,She finished her homework,Intonation,,Teaching/Education,50030,1,She *FINISHED* her homework.,Stating that she completed her homework.,彼女は宿題を終わらせた。,data/intonation/wavs/50030/50030_1_4.wav,She _finished_ her homework?,Questioning whether she actually completed her homework.,彼女は宿題を終わらせたの？,data/intonation/wavs/50030/50030_2_4.wav
715,He is ready for the presentation,Intonation,,Teaching/Education,50032,2,He is *READY* for the presentation.,Assuring that he is prepared for the presentation.,彼はプレゼンの準備ができています。,data/intonation/wavs/50032/50032_1_1.wav,He is _ready_ for the presentation?,Questioning whether he is prepared for the presentation.,彼はプレゼンの準備ができているんですか？,data/intonation/wavs/50032/50032_2_4.wav
716,You understand the concept,Intonation,,Teaching/Education,50033,2,You *UNDERSTAND* the concept.,Affirming that the listener comprehends the concept.,あなたはその概念を理解している。,data/intonation/wavs/50033/50033_1_4.wav,You _understand_ the concept?,Seeking confirmation if the listener comprehends the concept.,あなたはその概念を理解していますか？,data/intonation/wavs/50033/50033_2_4.wav
